bedrooms;bathrooms;sqft_living;sqft_lot;floors;condition;yr_built;price
3;1;1230;9600;1;3;1952;392000
2;1;1030;5000;1;5;1917;455000
2;1.5;1040;83199;1;4;1965;310000
3;3;2240;11536;2;3;1943;323500
3;1;1600;4489;1;3;1944;364500
4;2;2190;14439;1;4;1977;280000
3;1.75;1899;11325;2;3;1943;289900
3;1;1870;2807;1.5;4;1927;585000
3;2.5;1730;6653;1;4;1990;269000
3;2.25;1860;9210;2;3;1994;280000
3;1.75;1940;9000;1;3;1965;287000
2;1;670;5140;1;3;1926;183000
3;1;1820;8142;1;3;1961;309000
4;2.5;3810;13579;2;3;2003;920000
5;2.25;2060;4800;2.5;3;1907;815241
3;1.75;1520;7252;1;3;1975;405000
5;3.5;3450;19080;2;3;2001;525000
2;1;830;4045;1;3;1943;150000
4;1.75;1880;9600;1;5;1946;240000
4;2.25;2200;11250;1.5;5;1920;698000
3;2;1800;10950;1;4;1982;440000
3;1;1200;12500;1.5;3;1936;204000
3;2;2220;6641;1;4;1947;875000
3;1.5;1380;4500;1;5;1960;650000
3;1;1660;8839;1;4;1947;392500
4;1;2320;4000;1.5;3;1921;400000
3;2.25;2800;17300;1;4;1971;653000
4;1;1210;3760;1.5;3;1900;452000
4;2.5;2331;3826;2;3;2007;345000
4;1.75;1820;6930;1;4;1952;350000
4;2.5;2860;5576;2;3;2004;650000
5;3;2750;3800;1.5;5;1926;525000
5;3;2750;3800;1.5;5;1926;840000
3;2.5;2280;5000;2;4;1926;1325000
4;2;1610;6650;1;3;1989;259950
5;3.5;3760;10207;2;3;1969;998000
3;3;2940;4622;2;4;1988;1070000
4;3;4460;6833;2;3;1955;1910000
3;1.5;1110;1150;2;3;2007;190500
3;2.25;2560;117176;1;4;1977;465000
3;1;1060;7419;1;4;1906;370000
6;4.5;2810;11214;1;3;1958;290000
3;1.75;1380;4590;1;2;1950;350000
3;1.75;1380;4590;1;2;1950;740000
3;1.75;2560;8400;1;3;1959;460000
3;1;1010;10800;1;4;1972;290000
3;1.5;1790;229125;2;3;1987;475000
3;2.5;1600;2231;2;3;2003;214000
2;1;910;5759;1;3;1951;455000
3;2.5;2497;4400;2;3;2007;275000
3;1.5;1800;12196;1;4;1966;305000
5;2.5;2570;61855;1;4;1981;449000
3;2.5;1320;4320;1;3;1918;366000
3;2.5;1670;5090;2;3;2003;348000
4;2.5;2800;21370;2;3;2003;515000
4;2.5;3360;11548;2;3;1988;950000
3;2.5;2590;21494;2;4;1991;815000
3;3;1530;2132;2;3;1993;199950
3;2;1330;8100;1;4;1969;386000
3;2.25;2160;7964;2;3;1991;273000
4;2.5;1830;6360;2;3;1994;284000
3;1;1470;7930;1;3;1950;399950
3;1.75;1150;6423;1;3;1927;285000
3;2.5;1790;6452;2;3;2004;315000
3;1;1700;7700;1;3;1960;250000
4;2;1630;7618;1.5;3;1967;290000
4;2.5;3420;30410;2;3;1988;725000
3;2;1650;9641;1.5;3;1983;410000
4;2.5;2810;52062;1.5;4;1988;855000
4;2.5;2710;8127;2;3;1994;399900
4;2.5;3320;11901;2;5;1977;852600
2;1;720;6321;1;3;1940;235000
2;1;930;12724;1;4;1912;230950
3;2.25;1490;8722;2;3;1997;230000
3;2.5;1690;1609;2;3;2014;404763
3;2.5;1720;3407;2;3;1992;245000
3;1.5;1140;8500;1;4;1964;188000
4;2.5;2280;7219;2;4;1987;626100
3;1;1100;4080;1;4;1929;428750
4;2.25;1800;8623;1;4;1980;522000
4;2.5;2500;8434;2;4;1988;684000
3;2.25;2950;7232;1;3;1983;1065500
1;1;1940;6300;1;3;1963;611206
2;1;1280;5250;1;4;1942;350000
4;2.5;3800;22029;2;3;1993;894000
2;1;930;5368;1;4;1953;420000
5;2;1930;9747;1;4;1962;400000
3;3;2980;28000;1;3;1981;675000
4;2.5;2800;8494;2;3;2004;426000
4;2.25;3190;11597;2;3;1984;750000
3;1.75;1710;10800;1;4;1958;368000
3;1;1980;6450;1;4;1950;342000
3;1.75;1910;4800;1;3;1959;700000
6;3.75;3160;5000;2;3;1989;848750
3;2;1590;5200;1;3;1939;720000
4;2.25;1890;8549;1;3;1967;525000
3;2.75;2500;35245;1;3;2000;397900
3;2;1740;18000;1;3;1989;405000
3;2;1080;11856;1;5;1986;392800
3;1.5;1730;7800;1;3;1958;394999
3;2.5;2480;6112;2;3;2004;340000
3;2.25;1450;1445;2;3;2005;482500
4;2.5;2750;10159;2;3;1991;812500
3;2.5;2820;10208;1;4;1954;450000
3;1.75;1830;27468;1;3;1954;398000
2;3.25;1550;1767;3;3;2006;1075000
2;2;1640;3021;1;3;1959;540000
4;2;1720;5472;1;3;1923;275000
5;2;2880;12000;2;3;1921;780000
3;1.5;1220;8345;1.5;3;1931;225000
3;3;1560;2250;2;3;2009;503045
2;2;1090;1357;2;3;1990;249000
4;1;1140;5940;1;3;1916;569950
2;2.25;1040;1377;2;3;2003;450000
4;2;2580;6000;1;5;1950;1099500
4;2.5;2310;3570;1.5;3;1927;700000
3;2.5;1590;4094;2;3;1991;454000
3;1.75;1270;9170;1;3;1969;555000
3;1.5;1240;5200;1;5;1970;214000
3;2.5;2210;8622;2;3;1988;590000
3;1.75;2340;51836;1.5;3;1978;459900
3;1.5;1420;5000;1;3;1987;205000
3;1.75;1430;9857;1;4;1980;390000
3;2.75;2470;10125;2;3;1960;970500
3;2.5;2390;15084;2;3;2000;790000
3;1;1120;10576;1;4;1969;320000
3;2.25;2700;4025;2;4;1907;552500
3;3;3490;4500;2.5;3;1924;1050000
3;1;1640;7187;1;3;1966;230000
3;1.75;1620;5500;1;3;1950;680000
3;1.75;1670;5400;2;5;1912;985000
4;2.5;1870;7471;2;3;1990;375000
2;1.5;1300;4000;1.5;4;1900;431000
3;2.5;2190;17108;2;3;1991;463000
3;1.75;1320;10500;1;3;1966;350000
3;1;1250;7200;1;3;1964;485000
4;1.75;2040;15000;1;4;1967;355000
3;1.75;2140;7280;1;3;1910;603500
5;1.75;2510;6000;1.5;5;1920;860000
5;2.5;2200;6250;2;3;1996;259875
4;2.5;2170;8680;1;3;1959;685000
4;2.5;2980;8786;2;3;2003;382500
3;1;1180;2250;1.5;3;1902;490000
3;2;1540;6000;1;4;1953;229000
3;2;1540;6000;1;4;1953;430000
5;2.5;3110;15783;1;3;1974;580000
3;1.75;1370;6700;1;3;1940;510000
5;2.25;2440;20828;1.5;4;1975;489990
3;2.25;1760;1800;2;3;1983;440000
3;2.5;2810;4984;1;3;2006;479950
4;2.5;2500;206474;1;3;1997;806000
4;2.5;3220;22588;2;3;1996;875000
3;2.5;2880;36820;2;3;1992;710800
3;2.5;2700;6037;2;3;2004;565000
5;3;2680;9624;2;3;1995;359999
3;1.75;1780;4500;1;4;1922;625000
3;2.5;2240;7565;2;3;1999;349950
4;2;1610;9600;1;5;1967;415000
2;2;1440;1170;2;3;2004;435000
3;1.75;1550;9060;2;3;1948;225000
3;1.75;1720;5000;1;3;1954;770000
3;1.75;1740;10800;1;3;1959;340000
5;2.75;3280;12673;1;4;1981;965000
3;2.75;2216;31215;1;3;1968;667000
1;1;1100;4373;1;2;1947;250000
3;1;1180;11862;1;4;1948;397990
3;1.75;2020;10031;1;5;1952;535000
3;1.5;1150;8450;1;4;1951;265950
3;1.75;2090;7461;1;3;1986;258000
3;2.5;1300;1187;3;3;2005;505500
5;2.5;2240;7770;1;3;1978;455000
5;3.25;3540;5971;1;3;2005;1348000
4;2.25;2840;31720;1;3;1958;600000
4;2.5;2080;7047;2;3;1996;329800
2;1;1550;38449;1;3;1947;222000
4;2.5;1900;9240;1;3;1962;450000
3;3.5;2760;4500;2;3;2004;952000
4;2;1410;4480;1.5;3;1927;625000
2;1;1240;11393;1;4;1960;226800
5;4.25;4420;13497;2;3;2000;1205000
4;2.75;3390;16153;1;4;1961;350000
3;1.75;1400;8640;1;3;1962;395000
5;3;2110;5260;2;3;2002;285000
3;1;1310;18135;1;3;1948;553000
3;1;1270;16800;1;4;1957;254000
2;1.5;2060;10880;1;3;1924;348140
4;2.75;2530;7350;1;5;1977;354950
3;2.75;1900;6400;1;5;1942;706000
4;2.5;2910;6479;2;3;2006;499000
3;1.5;1900;43186;1.5;4;1971;427500
5;3.5;2880;10000;2;3;1991;439000
4;2.5;2820;25995;2;3;1998;545000
3;1;1620;4774;1.5;3;1920;842000
4;2.5;3320;38043;2;3;1997;685000
4;3.5;3770;47480;2;3;2003;665000
2;1;1200;9000;1;5;1917;255000
5;2.25;2130;4360;1;3;1959;565000
5;1.75;1950;8720;1;3;1962;274000
3;2;1920;8075;1;4;1969;260000
4;2;2510;13695;1;4;1961;581000
3;1.5;1990;5978;1.5;4;1926;625000
3;1;1230;9720;1;5;1969;220000
3;2.25;3190;324086;2;3;1982;765000
6;4.25;5720;10213;2;3;2004;1325000
8;2.5;2280;3000;1.5;3;1911;700000
4;1;1550;7260;1;4;1959;351000
3;2.5;1690;1613;2;3;2014;413565
3;3.25;1651;1779;2;3;2008;363000
4;1.75;2260;41236;1;4;1962;679000
2;1.75;1510;4555;1;3;2005;473000
3;2;1490;7431;1;4;1966;585888
4;2.5;2220;4652;2;3;2001;405000
3;1.75;2800;19386;1;3;1965;650000
4;2.5;2210;213008;1;4;1975;415000
3;2;2150;3880;1;3;1951;575000
3;2.25;1400;7205;1;3;1985;220000
4;3;2450;10117;1;5;1967;610000
3;1;980;6380;1;3;1941;499950
4;2.5;2800;6874;2;3;1990;883000
2;1;1240;8100;1.5;3;1925;436000
3;2.5;1610;1356;2;3;2007;320000
3;1.75;1510;44000;1;3;1989;425000
4;2;1670;9987;1;3;1967;204700
6;3;2320;4502;1;4;1987;384000
3;2.75;1900;8200;2;4;1984;314000
3;2.5;2390;6263;2;3;2003;535000
4;1.75;2110;265716;1;4;1979;568000
4;1.5;1470;5850;1;4;1973;426000
4;2.75;2670;6780;2;5;1908;675000
4;2.5;2540;6365;2;3;2000;380000
3;2.5;3450;8000;3;4;1927;685000
3;2;1700;52826;1;3;1991;429000
4;1.5;1810;6583;1;3;1968;799000
5;1.75;1550;6986;1;3;1978;318500
3;3.25;4110;20900;2;3;2002;925000
3;1.5;2080;5000;1;3;1963;420000
2;1;1100;4000;1;3;1906;570000
4;2.75;3950;12840;2;5;1960;1052500
3;1;1250;8450;1;4;1954;333000
2;1.75;2620;14138;2;3;1931;1360000
3;2.5;2290;2798;3;4;1953;660000
6;4.5;3500;8504;2;3;1980;350000
6;4.5;3500;8504;2;3;1980;682500
5;2.75;1690;4000;1;5;1943;399990
5;3.25;4500;9648;2;4;1968;860000
2;1;1120;7797;1;3;1948;216180
4;2.25;1740;9613;2;5;1989;300000
3;1;1010;11880;1;3;1960;145000
3;1;1010;11880;1;3;1960;255000
3;1.75;1200;24805;1;3;1984;250000
3;1;1020;8625;1;3;1978;245000
3;1.75;1850;7056;2.5;4;1979;445000
3;1.5;1830;8000;1;4;1957;562000
4;1;2070;7519;1;3;1963;501000
3;1.75;1160;5850;1;4;1918;190000
4;2.75;3280;24440;2;3;1996;862500
5;2.5;2340;6000;2;4;1922;1085000
5;3;3690;49709;1;3;1960;575000
1;1;720;123710;1;4;1935;250000
7;1.5;2660;15111;1.5;4;1962;310000
5;3.25;4300;9270;2;3;1957;1400000
3;1.5;1590;8256;1;3;1969;284850
4;2.5;2590;7910;2;3;2003;570000
3;1.75;1720;6000;1;3;1954;304000
4;2.5;1790;9787;1;4;1983;560000
3;1;1590;8160;1;3;1954;325000
4;2;1580;4800;1.5;3;1912;557510
4;2.25;2580;8820;1;4;1967;305000
5;1;1740;27350;1;4;1958;320000
5;2.25;3470;28212;1.5;4;1978;455000
3;1;1180;7210;1;4;1963;383001
3;1.75;1700;51649;1.5;5;1931;545000
2;1;1190;5000;1;3;1925;487500
5;2.5;2450;6994;2;3;2002;345000
6;2.75;2630;16411;1;4;1974;583000
3;2.25;2130;12286;2;3;1977;534950
4;1;1060;5750;1;3;1904;403504
3;1.75;1480;6120;1.5;3;1946;500000
3;1.75;1610;38707;1;3;1990;319502
4;2.75;2440;5080;2;3;1960;525000
4;3;3100;15480;2;3;1996;563000
4;2.75;2890;5000;1.5;3;1911;898500
3;2.5;3240;108366;2;4;1991;651000
4;2.75;2900;6400;2;3;1911;450000
4;2.25;2650;8149;1;4;1975;665000
4;2.5;2560;4000;2;5;1929;825000
3;1;1150;4800;1.5;4;1938;200000
3;2;1760;6092;1;3;1998;295000
4;2.5;3220;8379;2;3;2004;748000
3;2.5;3200;18750;1;2;1967;580000
3;1;1250;10744;1;3;1942;275000
3;1;1000;8470;1;4;1963;196000
2;1;740;11250;1;2;1938;235750
3;2.25;2170;8480;1;3;1965;315000
4;2.5;2370;10631;2;3;1999;338000
4;2.5;2300;4249;2;3;2006;353000
3;1.75;1400;6300;1;3;1998;235000
3;2.5;3080;13880;2;3;1990;569999
4;2.25;2350;12540;2;3;1968;505000
4;3;2660;4600;1.5;3;1906;1234000
2;1.75;1250;34395;1;4;1950;299000
3;2;1100;6360;1;3;1991;240000
3;1.75;3330;12566;1;4;1960;1955000
4;3.25;3640;3604;2;5;1913;1265000
2;1.75;1350;2653;2;3;1986;405000
4;2;1310;8454;1;4;1953;304000
4;2.25;1800;5555;2;3;2003;272000
2;1;1260;3960;1;3;1925;412000
4;2.5;2990;7231;2;3;2001;698000
2;1;1140;5100;1;3;1942;400000
3;2.5;2100;6825;2;3;1994;305000
4;2;2400;12753;1;4;1962;585000
2;1.5;1400;9031;1;3;1982;190000
4;2.5;2990;12788;2;3;1988;760000
3;1.75;1930;36210;1;3;1977;570000
3;1;980;6800;1;3;1946;144000
2;1;690;5280;1;4;1942;139000
4;1.5;1430;6380;1.5;4;1945;525000
1;1;1110;5421;1;3;1935;293000
2;2.5;1250;1580;2;3;2005;267100
4;3.25;3470;5222;2;3;2005;1500000
3;2.25;1500;15334;2;4;1992;240000
3;2.5;2530;7000;2.5;3;1915;975000
5;1.75;2150;7171;1;4;1970;279950
3;1.75;1260;7373;1;4;1979;405000
3;2.5;2740;83199;2;3;1973;400000
3;1;960;6500;1;4;1954;225000
3;1;1520;7800;1;4;1967;250000
3;2.25;1570;9096;1;4;1991;272950
5;1;3240;5324;2;3;2007;625000
3;1.75;1280;2147;1.5;4;1910;670000
3;2.5;2130;3545;3;5;1990;1065000
3;1.75;1970;8200;1;5;1963;540000
3;2.5;2990;6725;2;3;2003;525000
2;1;1160;17700;1;3;1947;425000
3;1.75;1890;7004;1;3;1965;465500
3;2.5;2170;5866;2;3;2006;443500
4;2.25;1570;499571;1;4;1972;350000
3;2.5;3260;91911;2;4;1984;850000
3;2.25;1250;952;3;3;2008;205000
4;2.5;1940;10200;1;4;1977;315000
3;2.5;2150;8221;2;3;1992;470000
4;2.25;3310;8540;1;4;1973;1100000
3;1.75;3400;46382;1;3;1979;340000
4;2.5;2660;12672;1;4;1960;310000
3;1;950;13475;1;3;1950;305000
3;1.5;1480;6752;1;4;1959;307150
4;2.5;2840;12866;1;4;1977;729032
5;2.5;3240;9960;1;3;1958;750000
4;2.5;1961;3207;2;3;2006;289000
3;1;1100;5700;1;3;1950;480000
3;1.75;1500;7367;1;3;1974;529000
3;1.75;1480;4800;2;4;1944;585000
4;2.75;2510;12500;1;5;1976;704000
4;2;1490;4054;1.5;5;1926;607000
3;2.25;2190;8188;2;3;1978;580000
5;2.5;2530;8564;2;4;1976;875000
4;2.5;2440;9350;1;4;1976;610000
3;0.75;1040;15000;1;3;1941;230000
4;2.25;2450;62290;2;3;1976;510000
4;2.5;2210;5002;1;3;1977;733000
3;2;1050;18304;1;4;1953;169100
3;2;1050;18304;1;4;1953;250000
4;2.25;2730;35100;2;3;1977;500000
2;1;1620;9855;1;3;1948;700000
4;2.75;2410;5225;2;3;2001;379000
4;2.5;3420;222156;2;3;2002;650000
2;1;920;4400;1;3;1948;412133
4;2.25;2330;14190;1;3;1962;480000
3;1.75;1940;10245;1;3;1957;650000
2;2.5;1900;5065;2;3;2005;505000
4;2.5;3510;17400;1;4;1957;931088
4;1.75;1860;7700;1;4;1964;570000
3;1;1380;4635;1;4;1919;475000
6;1.75;2210;8594;1;3;1959;240000
4;2.5;2640;47480;1;4;1979;462000
3;2.5;4530;22873;2;5;1912;1115000
3;1;1500;6600;1;2;1970;243000
4;2.25;2010;15375;1;4;1957;660000
2;1.75;2080;8112;1;4;1939;1190000
4;4.25;5584;68257;2;3;1998;1680000
6;7.75;9890;31374;2;3;2001;6885000
3;2.5;2080;4307;2;3;2004;368000
5;4.25;3970;4500;2;3;2004;811500
2;1;770;8149;1;5;1948;275000
4;2.5;2500;6005;2;3;2001;650000
3;2;2410;50654;1.5;3;1995;485000
3;2.5;1340;10018;1;4;1976;425000
3;2.5;2640;13775;1;3;1978;530000
4;1.75;2740;8520;1;3;1954;657000
4;2.75;1580;3770;1;3;2002;315000
4;1.5;2180;22870;1;4;1954;273000
3;2.75;1960;13252;1;5;1975;550000
2;2.25;1560;1705;2;3;2006;347000
5;2.75;2440;8000;1;4;1972;525000
3;1.5;990;1343;2;3;2007;490000
3;2.25;2210;7916;2;3;1978;500000
3;2.75;3080;7282;2;3;2008;585000
4;2.75;2900;17802;1;3;1981;926500
1;1;1020;3200;1;3;1927;465000
4;2;1900;8160;1;3;1975;200000
6;4.75;5770;16747;2;3;1998;1680000
2;1;990;57499;1;2;1949;220500
2;1;990;57499;1;2;1949;329000
3;4;2080;2250;3;3;1997;715000
3;4;2080;2250;3;3;1997;780000
2;1;1480;4080;1;3;1949;410000
2;1;1480;4080;1;3;1949;778100
3;1;1090;11292;1;4;1952;406000
4;2.5;2800;5900;1;3;1963;665000
2;1;1000;8212;1;4;1947;305000
3;2.5;1640;7668;2;3;1991;265000
4;1;1620;4080;1.5;3;1923;485000
3;2.5;2460;108900;1;4;1977;600000
2;1.5;1860;5100;1;3;1940;510000
2;1;1080;3899;1;4;1972;195000
3;1.75;1980;5100;1;3;1965;432500
3;1.75;1510;8433;1;4;1967;490000
3;2.5;1690;7165;2;4;1992;270000
2;1.5;1010;2102;2;3;1984;370000
3;2.5;2090;12027;2;3;1991;327500
2;1;1060;6120;1;3;1908;826000
3;1.75;1750;7020;2;3;1934;510000
2;1;890;4730;1;3;1941;587750
5;2.5;3020;24750;1;3;1965;449228
3;2.5;2030;217805;1;3;1999;565000
4;2.5;3170;186436;2;3;2000;660000
5;2.75;2470;19200;1;5;1977;400000
4;2;2060;5000;1;3;1949;612500
4;1.75;2120;6250;1;5;1917;560000
3;2.25;2180;4200;1.5;5;1939;727000
4;3;2300;7609;2;4;1976;224000
4;2.5;4200;35267;2;3;1990;1080000
3;2.25;1480;7565;1;3;1977;439000
3;1.5;2240;87625;1.5;2;1980;335000
4;1.5;2740;4912;1;4;1937;779000
5;1.75;1830;47916;1.5;3;1948;452000
4;3;2000;5304;1.5;4;1947;775000
3;1.75;1380;8362;1;3;1967;235000
3;1.75;1620;37913;2;4;1953;370000
4;3;3180;12070;2;4;1976;790000
2;1.5;1140;7800;1;4;1947;903000
3;1;970;9583;1;4;1967;209950
3;2.5;1780;7859;2;3;1988;309000
3;1.75;2240;8153;1;3;1948;440000
4;2.25;2810;25990;2;3;1959;571500
2;1;920;4000;1;4;1906;514000
3;1.75;1830;12500;1;3;1947;323000
2;1.75;1560;7575;1;3;2002;290000
4;4.25;5540;15408;2;3;2006;2575000
3;2;2310;21318;1;3;1979;1362500
4;1.5;1470;5100;1.5;3;1946;551000
4;2.5;3430;43560;1.5;5;1979;960000
5;2.5;2900;9525;2;3;1989;720000
3;1.75;1850;7684;1;3;1979;218000
4;2.5;2190;7000;2;3;1997;334950
4;2.25;2510;31584;2;4;1979;605000
4;3.25;3200;4477;2;3;2006;825000
4;1.75;1670;8000;1;4;1974;268500
3;1.75;1010;9600;1;5;1969;230000
4;4;5050;202554;2;3;2000;1335000
2;1.5;1430;9782;1;3;1955;245500
3;2.25;1880;7989;1;3;1982;440000
4;2.75;2180;5799;2;4;1993;571500
3;2.25;1830;4744;2;3;1997;182500
2;1;970;5600;1;3;1951;217000
2;1.5;1170;5248;1;5;1941;335000
2;1;1010;4320;1;5;1924;501000
3;2.5;2140;7641;1;3;1979;339950
3;1.75;2230;10403;1;3;1968;340000
2;1;1140;23779;1.5;3;1966;582500
2;1;860;8189;1;3;1948;298800
6;1.75;2540;8400;1;3;1977;317500
4;2.5;2420;5118;1.5;5;1926;598000
2;2.25;1640;2240;2;3;1980;375000
4;2.25;2550;7650;2;4;1996;465000
3;2.5;2507;18400;2;3;2006;551870
3;2.5;1920;7229;2;3;1993;295000
4;1.75;2210;6375;1;3;1977;263500
4;4;3530;8400;2;5;1958;1095000
2;1;1100;4010;1.5;5;1920;300000
4;1;3390;4500;1.5;3;1924;780000
3;1.5;1590;7936;1;3;1956;325000
2;1;820;6550;1;3;1949;370000
4;2.5;2370;10000;1;5;1974;715000
4;2;1600;12500;1;5;1938;356000
4;1.75;1740;7208;1.5;3;1976;329950
3;2.25;1470;2500;2;3;1984;490000
3;3.25;1410;1246;3;3;2005;429000
4;2.5;1620;8125;2;4;1983;510000
3;2.5;2360;4080;2;3;2003;550000
3;1;1830;6453;1;4;1956;467500
5;2;2130;4180;1.5;5;1926;615000
2;1;990;15120;1;4;1953;325000
2;1;1010;4120;2;3;1907;219950
3;1;1720;9830;1;4;1946;950000
3;1;1630;3200;1.5;4;1912;925000
4;1.5;1310;8250;1;3;1953;251200
3;1.5;1610;5304;1;4;1968;215000
3;2;1850;8208;1;4;1970;245000
3;1.75;1270;4815;1.5;3;1922;259000
4;1.5;1420;6720;1.5;3;1925;349950
5;4.5;5220;67319;2;3;2001;1565000
2;1;1410;4500;1;3;1939;600000
2;1.5;1170;1274;3;3;2001;405000
3;2.5;1860;10027;2;3;1993;625000
4;1;1620;37075;1.5;3;1943;430000
3;3;1280;1085;3;3;2004;533000
4;2.5;2750;9949;2;3;1999;1050000
3;1.75;1420;3000;1;3;1931;230000
4;1.75;2000;8700;1;5;1975;275000
2;1;1100;3598;1;4;1926;403000
3;3;1720;70567;1;5;1966;550388
3;1.5;1240;12400;1;3;1958;415500
3;1.75;2170;4000;1;4;1925;913000
2;1;1800;5182;1;3;1942;334998
3;1;1160;8320;1;4;1959;201500
3;2.5;3030;46538;2;3;1997;820000
3;1;890;7200;1;3;1951;371000
4;2.5;2150;7670;1;5;1976;229950
4;2.5;2150;7670;1;5;1976;344900
3;2.5;2060;9715;2;3;1924;840000
3;1.5;1380;12196;1;4;1967;285000
4;2.25;1800;7200;1;3;1979;475000
2;1;1460;7832;1;3;1924;420000
3;2;2210;5000;1.5;3;1909;685000
4;3;3590;89640;2;3;2005;879000
3;1;1140;8775;1;3;1942;197200
3;1;1240;5000;1.5;5;1909;529950
4;2.5;4340;141570;2.5;3;1992;1090000
3;1.5;1570;1050;2;3;1915;792000
3;2.5;1680;10300;2;4;1994;262000
3;1.75;1560;5760;1;5;1927;353900
1;1.5;1200;44866;1.5;3;1983;380000
3;2.5;1690;5175;2;3;2002;305000
4;2;2310;5004;1;3;1994;440000
4;3.5;2650;3060;2;3;2001;1008000
5;3;3610;7555;2;3;2003;549900
4;3;2620;214750;2;3;1992;678500
3;2.25;1760;8287;1;3;1986;270000
3;1;940;12521;1.5;4;1949;430000
5;4.25;4830;8050;2.5;4;1914;1925000
4;2.75;3350;5416;2;3;2014;790500
3;2.25;1570;7200;2;3;1991;447450
3;2;2240;5200;1;3;1954;375000
4;2;1950;9940;1;4;1963;565000
2;1;1010;3916;1;4;1918;400000
3;1.5;1630;10200;1;4;1976;246000
3;1.75;1420;6289;1;3;1967;329922
5;3.25;3950;44431;1;3;1969;1249000
3;1;1210;7425;1;4;1910;375000
3;1.75;1890;9920;1;3;1944;385000
4;2.5;1690;4080;1.5;4;1912;591500
4;2;2560;12155;1;4;1960;255000
3;1.5;1350;7800;1;3;1959;275000
4;2.75;3120;5000;2;3;2010;800000
2;1;1140;7435;1;3;1952;327000
4;1.5;2230;11536;1;4;1954;355000
2;1;1050;8220;1;4;1947;310000
5;3.25;4180;49222;2;4;1979;869000
3;2;1200;5700;1;5;1942;272000
5;2.25;3320;60984;2;3;2000;665000
3;2.5;1590;8449;2;3;1989;225000
3;2.5;2750;37096;2;3;1989;375000
3;1.5;1530;7200;1;3;1975;375500
3;1.75;1570;6500;1;3;1948;550000
3;1;1470;7680;1;3;1946;248000
3;1;1470;7680;1;3;1946;546940
4;3;3150;6175;2;3;2001;680000
4;2.5;2380;6124;2;3;1997;350000
2;2.5;2000;2500;3;3;1994;593000
2;1;1140;8147;1;3;1958;390000
3;1;1340;18000;1;4;1924;297000
2;1;1450;9150;1;4;1965;355000
3;2.5;2020;26670;2;3;1987;309900
3;2.25;1810;12000;2;3;1992;257000
4;3;3600;9687;2;4;1959;1698000
3;2;1260;2550;2;3;1987;300000
3;2;1560;1156;3;3;2014;500000
8;4;4020;7500;1;3;1968;900000
4;3;3150;9130;2;3;2001;695000
4;2.5;1680;6655;2;3;2001;213400
2;1;1320;8830;1;3;1939;425000
3;3;2700;47050;2;4;1986;420000
1;1;1080;5000;1.5;3;1948;411000
4;2.25;3130;41382;2;3;1986;762500
5;4.5;4850;40902;2;3;2001;569950
4;1;1220;8500;1.5;5;1916;258000
3;2.25;1780;3665;2;3;2004;499000
3;1;1250;10723;1;4;1961;310000
2;2.5;1780;1311;3;3;2005;398500
4;2.5;1930;8660;1;3;1981;250600
4;2.5;2470;6116;1;3;1985;352000
2;1;1180;2160;1;3;1909;600000
3;1;2270;4182;1;4;1946;645000
4;2.5;1770;5000;2;3;2004;291500
4;1.75;2250;13515;1;4;1940;350000
3;2.5;1540;7280;1;3;1974;279000
2;1;820;5400;1;3;1940;320000
2;2;1580;5203;1;3;2004;495000
4;2.5;2430;42646;1;3;1989;490000
5;1.5;2160;5000;1.5;4;1926;770000
3;1.75;1770;29004;1;3;1959;215000
3;3.5;3580;95832;1.5;3;2005;665000
3;2.25;1890;7498;1;3;1987;423500
3;3;1910;4800;1.5;3;1900;850000
2;1;910;6232;1;3;1943;155000
3;2.25;1460;7210;1;3;1963;505000
3;3.5;3310;5558;2;3;2005;780000
3;1.5;1630;22764;1;3;1970;165000
2;2.5;2130;5001;1;5;1972;707000
3;2.5;1220;1475;3;3;2000;497000
4;1.75;1670;8856;1;3;1955;349170
4;1.5;1300;10050;1.5;3;1963;287000
4;2.5;3220;20251;1;3;1969;2375000
4;2.5;2430;14400;1;5;1963;645000
5;2.25;2240;9652;2;3;1990;238000
5;2.25;2240;9652;2;3;1990;328000
2;1.5;790;1123;2;3;2003;365000
3;1;1380;8147;1;4;1948;380000
4;1.5;1680;10500;2;3;1962;525000
4;2.25;2000;3672;2;5;1926;402000
2;1;1680;9250;1;3;1969;308000
3;2.5;1960;6997;2;3;2006;405000
3;1.75;2590;32380;1;3;1951;808000
4;3.5;3790;6874;2.5;3;2010;875000
3;2.5;2370;55321;3;4;1982;860000
4;2.25;1930;7925;1;3;1960;367500
6;3.5;2580;13572;1;3;1987;604000
2;0.75;890;19703;1;3;1934;230000
4;2.75;2160;8148;1;3;1978;435000
4;2.5;1970;7098;2;3;2007;347500
4;1.75;1570;16697;1;3;1981;525000
2;1.5;1480;15641;1;4;1940;280000
2;1.5;1480;15641;1;4;1940;490000
4;1.75;1430;5490;1;5;1942;265000
4;2.25;2720;18295;1;4;1979;645000
3;2.25;2420;31497;1;4;1964;390000
3;2.5;1400;7629;1;3;1988;267500
4;3.5;5844;10766;2;3;2007;1275000
4;1.75;1840;10720;1;3;1958;404000
3;2.25;2530;12042;2;3;1989;380000
4;2.75;2810;10300;1;4;1978;812500
3;1;1020;8610;1;5;1959;265000
5;2.75;2550;7725;1;5;1967;480000
1;1;710;4725;1;3;1939;264000
5;3;5530;38816;1.5;3;1969;1350000
