Genero;Edad;Altura;Peso;Antecedentes_sobrepeso;Fruta_diaria;Verduras_semanales;Metodo_transporte;IMC;Estado
Mujer;50;152;33;No;2;2;Transporte_Publico;14.28;Delgadez
Mujer;36;198;116;Si;2;3;Transporte_Publico;29.59;Sobrepeso
Mujer;58;156;58;Si;5;7;Transporte_Publico;23.83;Normal
Mujer;59;178;66;Si;5;9;Transporte_Publico;20.83;Normal
Mujer;62;150;66;No;2;5;Transporte_Publico;29.33;Sobrepeso
Mujer;61;173;54;Si;1;7;Transporte_Publico;18.04;Delgadez
Mujer;37;191;111;Si;2;2;Transporte_Publico;30.43;Obesidad
Mujer;35;186;75;No;2;10;Transporte_Publico;21.68;Normal
Mujer;39;161;73;Si;1;6;Transporte_Publico;28.16;Sobrepeso
Mujer;60;157;44;No;1;5;Transporte_Publico;17.85;Delgadez
Mujer;52;193;79;Si;5;10;Transporte_Publico;21.21;Normal
Mujer;38;146;35;No;1;9;Transporte_Publico;16.42;Delgadez
Mujer;21;149;43;No;2;11;Transporte_Publico;19.37;Normal
Mujer;21;197;95;Si;5;9;Transporte_Publico;24.48;Normal
Mujer;40;185;76;No;2;11;Transporte_Publico;22.21;Normal
Mujer;33;192;78;No;5;14;Transporte_Publico;21.16;Normal
Mujer;26;163;71;No;2;6;Transporte_Publico;26.72;Sobrepeso
Mujer;26;157;39;Si;3;8;Transporte_Publico;15.82;Delgadez
Mujer;25;180;101;Si;2;3;Transporte_Publico;31.17;Obesidad
Mujer;48;190;111;No;0;2;Transporte_Publico;30.75;Obesidad
Mujer;46;158;61;No;2;9;Transporte_Publico;24.44;Normal
Mujer;48;172;94;Si;2;1;Transporte_Publico;31.77;Obesidad
Mujer;61;178;98;Si;1;3;Transporte_Publico;30.93;Obesidad
Mujer;18;150;38;Si;3;6;Transporte_Publico;16.89;Delgadez
Mujer;50;168;72;Si;1;6;Transporte_Publico;25.51;Sobrepeso
Mujer;56;149;72;No;2;1;Transporte_Publico;32.43;Obesidad
Mujer;51;196;115;No;2;1;Transporte_Publico;29.94;Obesidad
Mujer;21;187;71;No;4;8;Transporte_Publico;20.3;Normal
Mujer;45;157;58;No;3;12;Transporte_Publico;23.53;Normal
Mujer;40;189;104;No;1;4;Transporte_Publico;29.11;Sobrepeso
Mujer;51;188;75;Si;5;13;Transporte_Publico;21.22;Normal
Mujer;42;150;36;Si;2;2;Transporte_Publico;16;Delgadez
Mujer;32;196;95;No;2;12;Transporte_Publico;24.73;Normal
Mujer;32;177;88;Si;1;4;Transporte_Publico;28.09;Sobrepeso
Mujer;49;190;89;No;4;14;Transporte_Publico;24.65;Normal
Mujer;46;188;85;No;4;12;Transporte_Publico;24.05;Normal
Mujer;29;155;56;Si;4;7;Transporte_Publico;23.31;Normal
Mujer;36;150;59;Si;1;3;Transporte_Publico;26.22;Sobrepeso
Mujer;18;152;48;No;5;8;Transporte_Publico;20.78;Normal
Mujer;27;186;85;Si;3;12;Transporte_Publico;24.57;Normal
Mujer;18;156;56;Si;4;10;Transporte_Publico;23.01;Normal
Mujer;61;154;78;No;2;4;Transporte_Publico;32.89;Obesidad
Mujer;62;186;90;No;1;6;Transporte_Publico;26.01;Sobrepeso
Mujer;58;187;69;Si;2;7;Transporte_Publico;19.73;Normal
Mujer;21;171;62;Si;4;14;Transporte_Publico;21.2;Normal
Mujer;62;164;50;No;2;13;Transporte_Publico;18.59;Normal
Mujer;38;182;74;Si;4;12;Transporte_Publico;22.34;Normal
Mujer;63;166;69;No;1;5;Transporte_Publico;25.04;Sobrepeso
Mujer;38;183;108;No;2;1;Transporte_Publico;32.25;Obesidad
Mujer;34;177;82;Si;1;6;Transporte_Publico;26.17;Sobrepeso
Mujer;45;150;66;No;2;3;Transporte_Publico;29.33;Sobrepeso
Mujer;65;153;56;No;5;9;Transporte_Publico;23.92;Normal
Mujer;61;177;98;Si;1;2;Transporte_Publico;31.28;Obesidad
Mujer;64;190;99;No;1;4;Transporte_Publico;27.42;Sobrepeso
Mujer;62;191;78;Si;2;9;Transporte_Publico;21.38;Normal
Mujer;60;173;76;No;2;4;Transporte_Publico;25.39;Sobrepeso
Mujer;48;185;79;No;3;14;Transporte_Publico;23.08;Normal
Mujer;20;182;105;Si;1;4;Transporte_Publico;31.7;Obesidad
Mujer;22;170;60;Si;5;13;Transporte_Publico;20.76;Normal
Mujer;47;186;102;No;2;3;Transporte_Publico;29.48;Sobrepeso
Mujer;23;198;106;No;1;3;Transporte_Publico;27.04;Sobrepeso
Mujer;47;172;52;Si;2;8;Transporte_Publico;17.58;Delgadez
Mujer;22;197;91;No;5;13;Transporte_Publico;23.45;Normal
Mujer;37;194;92;No;4;8;Transporte_Publico;24.44;Normal
Mujer;65;166;70;Si;1;3;Transporte_Publico;25.4;Sobrepeso
Mujer;46;176;78;No;2;6;Transporte_Publico;25.18;Sobrepeso
Mujer;42;189;111;Si;1;3;Transporte_Publico;31.07;Obesidad
Mujer;43;148;35;No;3;8;Transporte_Publico;15.98;Delgadez
Mujer;59;163;52;Si;2;11;Transporte_Publico;19.57;Normal
Mujer;52;158;39;Si;1;4;Transporte_Publico;15.62;Delgadez
Mujer;20;162;64;No;4;11;Transporte_Publico;24.39;Normal
Mujer;55;168;87;Si;0;1;Transporte_Publico;30.82;Obesidad
Mujer;35;185;105;Si;2;3;Transporte_Publico;30.68;Obesidad
Mujer;34;194;96;No;1;5;Transporte_Publico;25.51;Sobrepeso
Mujer;59;154;55;No;4;10;Transporte_Publico;23.19;Normal
Mujer;22;156;64;No;2;3;Transporte_Publico;26.3;Sobrepeso
Mujer;41;171;95;No;0;3;Transporte_Publico;32.49;Obesidad
Mujer;59;182;79;Si;2;12;Transporte_Publico;23.85;Normal
Mujer;42;191;76;Si;3;12;Transporte_Publico;20.83;Normal
Mujer;61;182;104;Si;2;3;Transporte_Publico;31.4;Obesidad
Mujer;53;187;73;No;3;13;Transporte_Publico;20.88;Normal
Mujer;38;193;114;Si;1;1;Transporte_Publico;30.6;Obesidad
Mujer;57;197;118;No;2;4;Transporte_Publico;30.41;Obesidad
Mujer;31;172;58;Si;2;12;Transporte_Publico;19.61;Normal
Mujer;61;148;61;No;2;4;Transporte_Publico;27.85;Sobrepeso
Mujer;18;175;76;No;2;11;Transporte_Publico;24.82;Normal
Mujer;49;152;40;No;2;4;Transporte_Publico;17.31;Delgadez
Mujer;51;190;88;Si;3;12;Transporte_Publico;24.38;Normal
Mujer;27;152;76;No;2;3;Transporte_Publico;32.89;Obesidad
Mujer;20;195;97;Si;1;5;Transporte_Publico;25.51;Sobrepeso
Mujer;48;180;80;Si;3;9;Transporte_Publico;24.69;Normal
Mujer;30;150;31;No;3;3;Transporte_Publico;13.78;Delgadez
Mujer;28;176;89;No;2;4;Transporte_Publico;28.73;Sobrepeso
Mujer;35;167;80;No;1;5;Transporte_Publico;28.69;Sobrepeso
Mujer;23;197;89;Si;3;11;Transporte_Publico;22.93;Normal
Mujer;48;155;46;Si;2;11;Transporte_Publico;19.15;Normal
Mujer;22;182;73;Si;2;12;Transporte_Publico;22.04;Normal
Mujer;47;185;88;Si;2;4;Transporte_Publico;25.71;Sobrepeso
Hombre;64;163;50;Si;2;9;Transporte_Publico;18.82;Normal
Hombre;45;146;61;Si;2;6;Andando;28.62;Sobrepeso
Hombre;41;152;46;Si;2;11;Transporte_Publico;19.91;Normal
Hombre;34;192;99;Si;2;6;Coche;26.86;Sobrepeso
Mujer;31;184;72;Si;2;13;Bicicleta;21.27;Normal
Hombre;41;175;82;Si;1;5;Transporte_Publico;26.78;Sobrepeso
Hombre;57;149;49;No;5;8;Transporte_Publico;22.07;Normal
Hombre;47;161;47;No;3;9;Transporte_Publico;18.13;Delgadez
Hombre;35;182;101;Si;1;2;Transporte_Publico;30.49;Obesidad
Mujer;30;169;92;Si;2;2;Transporte_Publico;32.21;Obesidad
Hombre;48;191;116;No;2;2;Transporte_Publico;31.8;Obesidad
Hombre;60;159;46;No;3;3;Coche;18.2;Delgadez
Hombre;45;195;101;No;2;3;Transporte_Publico;26.56;Sobrepeso
Mujer;51;193;87;No;5;9;Transporte_Publico;23.36;Normal
Hombre;19;156;59;Si;4;9;Transporte_Publico;24.24;Normal
Mujer;47;146;60;Si;1;4;Coche;28.15;Sobrepeso
Mujer;25;174;99;No;2;4;Coche;32.7;Obesidad
Mujer;56;162;68;No;1;5;Transporte_Publico;25.91;Sobrepeso
Hombre;57;194;113;No;1;4;Andando;30.02;Obesidad
Mujer;62;159;45;Si;3;9;Coche;17.8;Delgadez
Mujer;32;163;51;No;3;9;Coche;19.2;Normal
Mujer;53;157;59;Si;3;14;Transporte_Publico;23.94;Normal
Hombre;23;169;49;Si;2;4;Transporte_Publico;17.16;Delgadez
Hombre;50;147;49;Si;2;7;Transporte_Publico;22.68;Normal
Hombre;45;195;91;No;2;8;Andando;23.93;Normal
Mujer;38;158;75;Si;0;1;Coche;30.04;Obesidad
Hombre;19;176;94;No;0;4;Transporte_Publico;30.35;Obesidad
Hombre;59;195;117;No;2;3;Andando;30.77;Obesidad
Hombre;20;190;90;Si;4;9;Bicicleta;24.93;Normal
Mujer;38;181;105;No;0;2;Transporte_Publico;32.05;Obesidad
Mujer;29;163;64;No;3;7;Andando;24.09;Normal
Hombre;42;177;68;No;2;14;Transporte_Publico;21.71;Normal
Hombre;37;187;79;No;2;10;Transporte_Publico;22.59;Normal
Mujer;43;151;66;No;2;3;Transporte_Publico;28.95;Sobrepeso
Mujer;28;161;58;No;4;8;Andando;22.38;Normal
Mujer;59;187;84;No;3;8;Transporte_Publico;24.02;Normal
Hombre;44;180;103;Si;1;4;Transporte_Publico;31.79;Obesidad
Mujer;19;148;36;No;2;6;Transporte_Publico;16.44;Delgadez
Mujer;26;181;80;Si;5;14;Transporte_Publico;24.42;Normal
Hombre;36;156;56;Si;2;9;Andando;23.01;Normal
Mujer;44;176;71;Si;4;9;Transporte_Publico;22.92;Normal
Hombre;30;175;100;No;0;3;Transporte_Publico;32.65;Obesidad
Hombre;54;183;83;No;2;9;Transporte_Publico;24.78;Normal
Mujer;40;166;53;Si;5;8;Transporte_Publico;19.23;Normal
Hombre;25;181;104;No;1;2;Transporte_Publico;31.75;Obesidad
Hombre;41;169;72;Si;2;6;Transporte_Publico;25.21;Sobrepeso
Mujer;38;188;87;Si;4;10;Andando;24.62;Normal
Mujer;45;198;121;No;1;3;Transporte_Publico;30.86;Obesidad
Mujer;54;198;121;No;1;1;Andando;30.86;Obesidad
Mujer;62;158;75;Si;2;2;Coche;30.04;Obesidad
Mujer;18;177;75;No;4;11;Transporte_Publico;23.94;Normal
Mujer;58;155;55;No;2;14;Transporte_Publico;22.89;Normal
Mujer;19;165;63;No;4;14;Transporte_Publico;23.14;Normal
Hombre;21;167;51;Si;3;5;Coche;18.29;Delgadez
Hombre;42;180;104;Si;2;2;Coche;32.1;Obesidad
Hombre;29;161;69;Si;1;3;Transporte_Publico;26.62;Sobrepeso
Mujer;41;164;50;No;4;12;Andando;18.59;Normal
Hombre;40;156;63;No;2;4;Transporte_Publico;25.89;Sobrepeso
Mujer;42;158;68;Si;2;5;Transporte_Publico;27.24;Sobrepeso
Hombre;64;191;104;Si;2;6;Transporte_Publico;28.51;Sobrepeso
Hombre;34;164;64;Si;2;8;Transporte_Publico;23.8;Normal
Hombre;19;153;39;No;3;8;Coche;16.66;Delgadez
Mujer;58;194;119;Si;0;4;Transporte_Publico;31.62;Obesidad
Mujer;54;166;71;Si;1;3;Transporte_Publico;25.77;Sobrepeso
Hombre;62;182;68;Si;2;12;Transporte_Publico;20.53;Normal
Hombre;34;157;59;Si;4;11;Coche;23.94;Normal
Hombre;55;188;80;Si;4;8;Coche;22.63;Normal
Hombre;32;194;89;No;2;8;Transporte_Publico;23.65;Normal
Mujer;29;162;56;No;5;7;Transporte_Publico;21.34;Normal
Mujer;35;153;36;No;2;5;Transporte_Publico;15.38;Delgadez
Mujer;41;191;75;Si;3;14;Transporte_Publico;20.56;Normal
Hombre;46;148;60;Si;1;6;Bicicleta;27.39;Sobrepeso
Hombre;34;146;52;No;3;14;Transporte_Publico;24.39;Normal
Mujer;52;157;60;No;2;7;Transporte_Publico;24.34;Normal
Mujer;49;151;63;Si;1;3;Transporte_Publico;27.63;Sobrepeso
Mujer;32;188;87;No;2;9;Transporte_Publico;24.62;Normal
Mujer;64;189;93;Si;2;4;Transporte_Publico;26.04;Sobrepeso
Hombre;44;192;79;Si;5;10;Transporte_Publico;21.43;Normal
Mujer;45;168;71;No;1;3;Transporte_Publico;25.16;Sobrepeso
Hombre;39;184;68;Si;4;12;Transporte_Publico;20.09;Normal
Hombre;29;190;100;Si;2;5;Transporte_Publico;27.7;Sobrepeso
Mujer;28;177;68;Si;2;10;Andando;21.71;Normal
Hombre;65;164;54;No;4;8;Transporte_Publico;20.08;Normal
Hombre;50;155;43;No;1;2;Transporte_Publico;17.9;Delgadez
Hombre;46;163;77;No;2;5;Transporte_Publico;28.98;Sobrepeso
Hombre;53;147;30;No;1;4;Transporte_Publico;13.88;Delgadez
Mujer;49;147;69;Si;0;1;Coche;31.93;Obesidad
Mujer;29;166;49;No;2;5;Coche;17.78;Delgadez
Mujer;22;155;42;Si;2;2;Transporte_Publico;17.48;Delgadez
Mujer;48;177;94;No;1;1;Transporte_Publico;30;Obesidad
Hombre;26;160;82;No;2;4;Andando;32.03;Obesidad
Mujer;32;193;94;Si;1;6;Andando;25.24;Sobrepeso
Mujer;62;150;53;Si;4;9;Transporte_Publico;23.56;Normal
Hombre;41;176;71;Si;3;14;Transporte_Publico;22.92;Normal
Mujer;53;169;85;Si;1;5;Transporte_Publico;29.76;Sobrepeso
Mujer;27;187;95;No;2;5;Transporte_Publico;27.17;Sobrepeso
Mujer;56;187;90;No;1;6;Transporte_Publico;25.74;Sobrepeso
Hombre;36;181;82;Si;2;3;Transporte_Publico;25.03;Sobrepeso
Mujer;60;160;76;Si;1;3;Transporte_Publico;29.69;Sobrepeso
Hombre;61;147;65;No;1;3;Transporte_Publico;30.08;Obesidad
Mujer;25;164;68;No;2;4;Coche;25.28;Sobrepeso
Mujer;25;176;65;No;4;9;Transporte_Publico;20.98;Normal
Mujer;27;168;62;Si;5;14;Coche;21.97;Normal
Mujer;47;182;83;Si;2;4;Transporte_Publico;25.06;Sobrepeso
Mujer;57;175;62;Si;4;12;Transporte_Publico;20.24;Normal
Hombre;19;195;92;No;2;12;Coche;24.19;Normal
Hombre;50;193;76;No;4;11;Andando;20.4;Normal
Mujer;36;171;53;No;2;2;Transporte_Publico;18.13;Delgadez
Hombre;41;166;66;Si;4;10;Transporte_Publico;23.95;Normal
Mujer;18;188;94;Si;1;4;Transporte_Publico;26.6;Sobrepeso
Mujer;32;181;61;Si;2;7;Transporte_Publico;18.62;Normal
Mujer;19;171;75;No;1;3;Andando;25.65;Sobrepeso
Mujer;60;177;96;No;1;1;Transporte_Publico;30.64;Obesidad
Mujer;35;168;63;No;2;8;Transporte_Publico;22.32;Normal
Mujer;56;168;80;Si;1;4;Andando;28.34;Sobrepeso
Mujer;20;192;101;No;1;6;Transporte_Publico;27.4;Sobrepeso
Hombre;49;188;83;No;4;13;Transporte_Publico;23.48;Normal
Mujer;49;197;110;No;2;6;Coche;28.34;Sobrepeso
Mujer;55;154;61;No;2;3;Andando;25.72;Sobrepeso
Hombre;63;169;61;Si;5;8;Transporte_Publico;21.36;Normal
Hombre;37;158;52;No;2;11;Andando;20.83;Normal
Hombre;46;177;101;Si;1;3;Transporte_Publico;32.24;Obesidad
Hombre;55;184;82;Si;5;12;Transporte_Publico;24.22;Normal
Hombre;34;198;101;No;2;6;Transporte_Publico;25.76;Sobrepeso
Hombre;37;181;66;No;4;9;Transporte_Publico;20.15;Normal
Mujer;34;194;118;No;1;3;Transporte_Publico;31.35;Obesidad
Hombre;58;146;40;No;3;14;Transporte_Publico;18.77;Normal
Hombre;58;182;96;Si;1;4;Transporte_Publico;28.98;Sobrepeso
Mujer;48;179;102;No;0;1;Transporte_Publico;31.83;Obesidad
Hombre;24;180;96;No;1;6;Transporte_Publico;29.63;Sobrepeso
Mujer;40;152;72;Si;0;4;Transporte_Publico;31.16;Obesidad
Mujer;37;159;59;No;5;11;Transporte_Publico;23.34;Normal
Hombre;51;150;39;No;2;5;Coche;17.33;Delgadez
Hombre;47;162;85;Si;0;4;Coche;32.39;Obesidad
Hombre;38;188;97;No;1;4;Transporte_Publico;27.44;Sobrepeso
Hombre;59;189;69;Si;2;11;Bicicleta;19.32;Normal
Hombre;31;171;70;No;3;12;Bicicleta;23.94;Normal
Hombre;46;196;101;No;1;3;Transporte_Publico;26.29;Sobrepeso
Hombre;47;188;87;No;3;10;Transporte_Publico;24.62;Normal
Hombre;38;197;100;No;2;3;Transporte_Publico;25.77;Sobrepeso
Hombre;28;164;81;Si;2;1;Coche;30.12;Obesidad
Mujer;60;165;47;Si;2;8;Coche;17.26;Delgadez
Hombre;52;157;58;Si;4;14;Transporte_Publico;23.53;Normal
Hombre;60;198;107;No;1;5;Transporte_Publico;27.29;Sobrepeso
Mujer;65;158;50;No;2;13;Transporte_Publico;20.03;Normal
Mujer;21;166;86;Si;2;1;Coche;31.21;Obesidad
Mujer;59;194;98;No;2;6;Coche;26.04;Sobrepeso
Mujer;45;180;73;Si;4;12;Coche;22.53;Normal
Hombre;30;176;82;Si;2;5;Transporte_Publico;26.47;Sobrepeso
Mujer;27;150;58;No;2;6;Coche;25.78;Sobrepeso
Mujer;63;161;42;Si;3;8;Coche;16.2;Delgadez
Hombre;21;191;110;No;1;4;Coche;30.15;Obesidad
Hombre;35;173;72;No;5;7;Transporte_Publico;24.06;Normal
Mujer;65;194;83;Si;3;9;Coche;22.05;Normal
Mujer;48;168;87;No;0;1;Coche;30.82;Obesidad
Hombre;52;198;111;No;2;6;Transporte_Publico;28.31;Sobrepeso
Mujer;65;156;51;Si;3;14;Coche;20.96;Normal
Hombre;18;166;64;Si;3;9;Coche;23.23;Normal
Hombre;41;196;82;No;4;11;Transporte_Publico;21.35;Normal
Hombre;59;193;93;No;5;7;Coche;24.97;Normal
Mujer;55;191;107;No;1;6;Transporte_Publico;29.33;Sobrepeso
Hombre;20;182;97;No;1;5;Transporte_Publico;29.28;Sobrepeso
Hombre;19;180;67;Si;4;8;Coche;20.68;Normal
Hombre;63;190;86;No;2;11;Transporte_Publico;23.82;Normal
Mujer;34;177;83;Si;2;4;Coche;26.49;Sobrepeso
Hombre;27;196;112;No;2;6;Andando;29.15;Sobrepeso
Mujer;30;151;55;No;5;9;Transporte_Publico;24.12;Normal
Mujer;42;179;97;No;1;2;Coche;30.27;Obesidad
Hombre;44;188;76;No;3;8;Transporte_Publico;21.5;Normal
Hombre;52;187;87;No;3;7;Transporte_Publico;24.88;Normal
Mujer;56;164;45;No;1;4;Transporte_Publico;16.73;Delgadez
Hombre;50;148;34;No;3;6;Transporte_Publico;15.52;Delgadez
Hombre;65;182;75;No;5;7;Transporte_Publico;22.64;Normal
Mujer;61;190;96;No;2;6;Transporte_Publico;26.59;Sobrepeso
Mujer;40;149;51;No;4;13;Transporte_Publico;22.97;Normal
Hombre;65;156;75;Si;0;1;Transporte_Publico;30.82;Obesidad
Hombre;28;160;44;No;3;5;Transporte_Publico;17.19;Delgadez
Hombre;64;166;49;No;2;4;Transporte_Publico;17.78;Delgadez
Mujer;35;187;88;No;1;4;Transporte_Publico;25.17;Sobrepeso
Mujer;43;157;74;No;2;4;Transporte_Publico;30.02;Obesidad
Mujer;21;188;94;Si;1;5;Transporte_Publico;26.6;Sobrepeso
Mujer;61;184;76;No;2;9;Transporte_Publico;22.45;Normal
Hombre;35;174;68;Si;4;12;Transporte_Publico;22.46;Normal
Mujer;43;188;85;No;3;11;Coche;24.05;Normal
Hombre;21;163;87;No;2;2;Coche;32.74;Obesidad
Hombre;31;163;84;No;1;1;Transporte_Publico;31.62;Obesidad
Hombre;56;154;67;No;1;3;Coche;28.25;Sobrepeso
Mujer;18;156;59;No;5;9;Transporte_Publico;24.24;Normal
Hombre;63;163;67;Si;2;4;Transporte_Publico;25.22;Sobrepeso
Hombre;47;158;51;Si;2;10;Transporte_Publico;20.43;Normal
Hombre;52;197;79;No;2;8;Coche;20.36;Normal
Hombre;37;179;79;Si;5;9;Transporte_Publico;24.66;Normal
Mujer;46;154;50;Si;3;13;Transporte_Publico;21.08;Normal
Hombre;34;167;87;No;1;3;Andando;31.2;Obesidad
Hombre;65;147;29;Si;3;3;Bicicleta;13.42;Delgadez
Hombre;56;179;77;Si;4;10;Bicicleta;24.03;Normal
Mujer;57;187;96;Si;1;4;Transporte_Publico;27.45;Sobrepeso
Mujer;42;175;100;No;2;1;Transporte_Publico;32.65;Obesidad
Mujer;25;165;62;No;4;8;Transporte_Publico;22.77;Normal
Mujer;39;168;88;No;0;2;Coche;31.18;Obesidad
Mujer;36;167;86;Si;0;1;Transporte_Publico;30.84;Obesidad
Hombre;42;195;105;No;1;5;Coche;27.61;Sobrepeso
Hombre;48;149;30;Si;2;2;Coche;13.51;Delgadez
Mujer;55;160;44;Si;1;6;Transporte_Publico;17.19;Delgadez
Hombre;33;174;59;Si;2;13;Transporte_Publico;19.49;Normal
Hombre;41;158;47;No;4;11;Andando;18.83;Normal
Mujer;22;174;55;Si;3;3;Transporte_Publico;18.17;Delgadez
Mujer;56;186;89;No;2;3;Transporte_Publico;25.73;Sobrepeso
Hombre;19;192;102;No;2;4;Transporte_Publico;27.67;Sobrepeso
Mujer;33;150;55;No;5;7;Transporte_Publico;24.44;Normal
Mujer;43;146;61;Si;2;5;Transporte_Publico;28.62;Sobrepeso
Hombre;62;159;62;No;4;13;Transporte_Publico;24.52;Normal
Hombre;56;196;116;No;2;3;Transporte_Publico;30.2;Obesidad
Hombre;39;169;67;Si;3;14;Transporte_Publico;23.46;Normal
Mujer;55;188;109;Si;0;3;Andando;30.84;Obesidad
Hombre;34;192;73;Si;5;8;Coche;19.8;Normal
Mujer;27;169;60;Si;5;11;Transporte_Publico;21.01;Normal
Mujer;49;165;82;Si;2;2;Transporte_Publico;30.12;Obesidad
Mujer;43;185;74;Si;4;11;Transporte_Publico;21.62;Normal
Hombre;50;149;36;No;2;9;Transporte_Publico;16.22;Delgadez
Mujer;61;169;93;Si;1;2;Transporte_Publico;32.56;Obesidad
Mujer;54;154;79;No;2;2;Transporte_Publico;33.31;Obesidad
Mujer;51;149;47;No;5;11;Transporte_Publico;21.17;Normal
Hombre;36;153;71;No;2;2;Andando;30.33;Obesidad
Mujer;58;169;71;No;3;7;Coche;24.86;Normal
Mujer;57;197;79;Si;5;9;Transporte_Publico;20.36;Normal
Mujer;18;173;60;Si;3;7;Coche;20.05;Normal
Hombre;31;186;72;No;3;13;Coche;20.81;Normal
Hombre;48;175;89;No;1;5;Andando;29.06;Sobrepeso
Mujer;27;146;51;No;4;8;Transporte_Publico;23.93;Normal
Mujer;26;172;73;No;5;7;Transporte_Publico;24.68;Normal
Mujer;21;156;78;No;0;2;Coche;32.05;Obesidad
Mujer;53;155;49;No;5;8;Transporte_Publico;20.4;Normal
Mujer;48;165;73;No;1;3;Transporte_Publico;26.81;Sobrepeso
Mujer;60;175;94;Si;2;1;Coche;30.69;Obesidad
Mujer;49;177;79;Si;2;5;Transporte_Publico;25.22;Sobrepeso
Mujer;53;158;39;Si;3;6;Transporte_Publico;15.62;Delgadez
Mujer;40;194;100;Si;2;5;Transporte_Publico;26.57;Sobrepeso
Mujer;39;170;70;No;2;12;Transporte_Publico;24.22;Normal
Hombre;64;182;91;Si;2;4;Bicicleta;27.47;Sobrepeso
Mujer;59;194;119;Si;0;3;Coche;31.62;Obesidad
Hombre;18;178;95;No;1;1;Coche;29.98;Obesidad
Mujer;21;180;91;Si;2;5;Transporte_Publico;28.09;Sobrepeso
Mujer;23;194;107;Si;2;5;Coche;28.43;Sobrepeso
Mujer;42;150;53;Si;5;11;Transporte_Publico;23.56;Normal
Mujer;33;169;90;No;1;4;Coche;31.51;Obesidad
Hombre;54;147;54;Si;2;10;Coche;24.99;Normal
Hombre;41;178;71;No;5;7;Andando;22.41;Normal
Mujer;33;150;71;Si;2;2;Transporte_Publico;31.56;Obesidad
Hombre;52;191;109;Si;1;5;Coche;29.88;Sobrepeso
Hombre;49;149;70;No;1;2;Coche;31.53;Obesidad
Mujer;54;183;65;No;4;11;Transporte_Publico;19.41;Normal
Mujer;24;179;79;No;5;10;Transporte_Publico;24.66;Normal
Hombre;40;148;63;No;1;6;Bicicleta;28.76;Sobrepeso
Hombre;19;189;108;No;0;2;Transporte_Publico;30.23;Obesidad
Hombre;36;163;60;Si;5;13;Transporte_Publico;22.58;Normal
Hombre;21;191;105;No;1;5;Transporte_Publico;28.78;Sobrepeso
Mujer;59;188;99;No;2;5;Transporte_Publico;28.01;Sobrepeso
Hombre;36;173;80;No;1;6;Transporte_Publico;26.73;Sobrepeso
Mujer;45;153;66;Si;2;6;Andando;28.19;Sobrepeso
Hombre;31;191;79;No;3;12;Transporte_Publico;21.66;Normal
Hombre;49;187;94;No;2;5;Transporte_Publico;26.88;Sobrepeso
Hombre;41;169;70;Si;2;11;Coche;24.51;Normal
Hombre;21;158;44;No;1;7;Transporte_Publico;17.63;Delgadez
Mujer;24;146;44;Si;2;9;Transporte_Publico;20.64;Normal
Hombre;28;154;66;Si;2;6;Coche;27.83;Sobrepeso
Hombre;63;176;66;No;5;7;Transporte_Publico;21.31;Normal
Hombre;29;194;103;No;2;5;Andando;27.37;Sobrepeso
Hombre;24;172;88;Si;1;3;Transporte_Publico;29.75;Sobrepeso
Mujer;62;154;76;Si;0;2;Transporte_Publico;32.05;Obesidad
Hombre;64;153;55;No;3;14;Transporte_Publico;23.5;Normal
Hombre;25;194;80;No;3;7;Bicicleta;21.26;Normal
Mujer;47;153;62;Si;1;4;Transporte_Publico;26.49;Sobrepeso
Mujer;31;147;65;No;2;1;Transporte_Publico;30.08;Obesidad
Hombre;39;196;107;Si;1;4;Transporte_Publico;27.85;Sobrepeso
Hombre;57;175;83;No;2;5;Andando;27.1;Sobrepeso
Mujer;65;189;82;Si;5;14;Coche;22.96;Normal
Hombre;58;163;78;Si;2;3;Transporte_Publico;29.36;Sobrepeso
Hombre;22;156;65;Si;2;5;Transporte_Publico;26.71;Sobrepeso
Hombre;48;153;60;No;2;3;Transporte_Publico;25.63;Sobrepeso
Mujer;30;152;40;No;3;7;Transporte_Publico;17.31;Delgadez
Hombre;43;174;55;Si;1;6;Andando;18.17;Delgadez
Hombre;56;158;38;Si;1;4;Transporte_Publico;15.22;Delgadez
Hombre;59;172;96;Si;1;1;Transporte_Publico;32.45;Obesidad
Mujer;18;195;108;Si;2;6;Transporte_Publico;28.4;Sobrepeso
Mujer;61;170;88;Si;0;1;Transporte_Publico;30.45;Obesidad
Mujer;22;165;89;No;2;2;Transporte_Publico;32.69;Obesidad
Hombre;37;163;55;No;4;7;Coche;20.7;Normal
Hombre;59;198;111;Si;2;4;Transporte_Publico;28.31;Sobrepeso
Hombre;22;150;69;Si;1;4;Andando;30.67;Obesidad
Hombre;35;179;68;No;2;14;Transporte_Publico;21.22;Normal
Hombre;46;154;36;No;3;5;Transporte_Publico;15.18;Delgadez
Hombre;47;184;71;Si;2;10;Transporte_Publico;20.97;Normal
Mujer;19;170;64;Si;2;14;Andando;22.15;Normal
Mujer;46;158;47;No;4;7;Transporte_Publico;18.83;Normal
Hombre;37;181;105;Si;0;2;Coche;32.05;Obesidad
Hombre;19;146;38;Si;1;5;Transporte_Publico;17.83;Delgadez
Hombre;47;148;50;Si;4;12;Transporte_Publico;22.83;Normal
Hombre;31;151;68;Si;2;5;Transporte_Publico;29.82;Sobrepeso
Hombre;41;186;91;Si;2;4;Transporte_Publico;26.3;Sobrepeso
